frame.time_delta,frame.cap_len,frame.len,mqtt.clientid_len,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.len,mqtt.topic_len,connect_gap,publish_gap,mqtt.msgtype,mqtt.conflag.uname,mqtt.kalive
6.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6e-05,1024,1024,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-523.1345691680908,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,62.0,0.0,-0.0050458908081054,3.0,0.0,0.0
0.001069,1361,1361,0.0,0.0,0.0,0.0,0.0,156.0,62.0,0.0,524.0399148464203,3.0,0.0,0.0
7.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-4.809381008148193,3.0,0.0,0.0
2.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,4.550134181976318,3.0,0.0,0.0
0.00011,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00031,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,61.0,0.0,-256.9655029773712,3.0,0.0,0.0
0.000661,1450,1450,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,257.2211539745331,3.0,0.0,0.0
0.000868,912,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,64.0,0.0,0.9348578453063964,3.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000487,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,64.0,0.0,-524.2275958061218,3.0,0.0,0.0
0.00012,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000101,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,64.0,0.0,521.5339558124542,3.0,0.0,0.0
4.5e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,140,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000134,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001301,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001094,71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000126,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000126,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000591,85,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000118,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000582,211,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000104,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000229,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001244,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,63.0,0.0,1.998082160949707,3.0,0.0,0.0
0.000151,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000424,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000514,113,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000131,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,3.0,0.0,0.0
0.000133,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000659,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-1.3044049739837646,3.0,0.0,0.0
0.000285,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,-522.4822201728821,3.0,0.0,0.0
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,64.0,0.0,264.2309989929199,3.0,0.0,0.0
0.000474,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,62.0,0.0,-264.2052948474884,3.0,0.0,0.0
3.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,153.0,63.0,0.0,265.5927109718323,3.0,0.0,0.0
0.000343,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,64.0,0.0,253.26322197914124,3.0,0.0,0.0
9.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000866,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,61.0,0.0,4.643887996673584,3.0,0.0,0.0
0.000123,141,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,64.0,0.0,-1.7808940410614014,3.0,0.0,0.0
5.8e-05,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,62.0,0.0,-521.5968918800354,3.0,0.0,0.0
4.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,61.0,0.0,0.4588139057159424,3.0,0.0,0.0
0.000143,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001518,894,894,0.0,0.0,0.0,0.0,0.0,171.0,64.0,0.0,524.0430901050568,3.0,0.0,0.0
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,-258.38884711265564,3.0,0.0,0.0
3.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-266.8631360530853,3.0,0.0,0.0
4.8e-05,949,949,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,523.2723300457001,3.0,0.0,0.0
0.000101,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,148.0,63.0,0.0,-524.3994100093842,3.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,174.0,64.0,0.0,266.2461121082306,3.0,0.0,0.0
3.4e-05,852,852,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,254.3444118499756,3.0,0.0,0.0
5.9e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000404,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-2.10040283203125,3.0,0.0,0.0
0.001672,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,7.906124830245972,3.0,0.0,0.0
0.0018595,946,946,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-3.25256896018982,3.0,0.0,0.0
3.8e-05,624,624,0.0,0.0,0.0,0.0,0.0,156.0,64.0,0.0,-522.078989982605,3.0,0.0,0.0
0.000282,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,62.0,0.0,265.20956110954285,3.0,0.0,0.0
1.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,174.0,63.0,0.0,-265.2477571964264,3.0,0.0,0.0
5.6e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4e-05,1119,1119,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,519.6154630184174,3.0,0.0,0.0
0.00134,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,-256.1050908565521,3.0,0.0,0.0
0.000462,1514,1514,0.0,0.0,0.0,0.0,0.0,175.0,63.0,0.0,1.8091089725494385,3.0,0.0,0.0
3e-05,221,221,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,259.0136489868164,3.0,0.0,0.0
0.001616,403,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000127,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000159,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000453,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,-524.8296089172363,3.0,0.0,0.0
0.000134,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000161,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9e-05,1211,1211,0.0,0.0,0.0,0.0,0.0,155.0,62.0,0.0,-0.8573272228240967,3.0,0.0,0.0
0.0018595,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001174,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,266.8207221031189,3.0,0.0,0.0
0.000136,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000162,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-267.20780897140503,3.0,0.0,0.0
0.000116,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000118,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000364,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,63.0,0.0,1.5961220264434814,3.0,0.0,0.0
0.00043,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,-0.5207231044769287,3.0,0.0,0.0
6.2e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000117,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000553,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,62.0,0.0,0.0845661163330078,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,61.0,0.0,263.95008182525635,3.0,0.0,0.0
5.5e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,148.0,64.5,0.0,0.0,3.0,0.0,0.0
0.001214,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,61.0,0.0,259.5986740589142,3.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000967,161,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001438,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000158,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001257,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000101,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-522.2921650409698,3.0,0.0,0.0
0.0018595,446,446,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-1.6928858757019043,3.0,0.0,0.0
0.000111,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001381,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,264.81771993637085,3.0,0.0,0.0
0.000135,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000111,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000732,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,61.0,0.0,260.4317331314087,3.0,0.0,0.0
5.5e-05,147,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-259.1599521636963,3.0,0.0,0.0
0.0018595,351,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,260.06925201416016,3.0,0.0,0.0
2.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000211,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-1.9558370113372805,3.0,0.0,0.0
6.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,-517.4581170082092,3.0,0.0,0.0
0.000501,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,64.0,0.0,263.05734395980835,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000174,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001355,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,255.41785502433777,3.0,0.0,0.0
0.000805,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,1.0072979927062988,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000116,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000709,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,-259.76790499687195,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-266.6185429096222,3.0,0.0,0.0
3.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,0.7540719509124756,3.0,0.0,0.0
5.5e-05,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000315,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,370,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000126,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000163,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000125,92,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,263,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000915,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,-0.7685840129852295,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,97,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,64.0,0.0,2.705466985702514,3.0,0.0,0.0
0.000136,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00011,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000398,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,523.7937741279602,3.0,0.0,0.0
0.001035,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000509,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-526.9056420326233,3.0,0.0,0.0
0.000385,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,338,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,64.0,0.0,525.4920649528503,3.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,64.0,0.0,0.1017680168151855,3.0,0.0,0.0
0.00017,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-523.78209400177,3.0,0.0,0.0
0.000471,1514,1514,0.0,1.0,1.0,47.0,0.0,148.0,64.5,0.0,0.0,3.0,0.0,0.0
0.000117,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,595,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000126,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000537,1514,1514,0.0,0.0,0.0,0.0,0.0,155.0,62.0,0.0,0.5370080471038818,3.0,0.0,0.0
7.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2e-05,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5e-05,420,420,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,518.6983959674835,3.0,0.0,0.0
5.7e-05,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000895,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,4.872464895248413,3.0,0.0,0.0
0.00028,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,155.0,63.0,0.0,-4.899264812469482,3.0,0.0,0.0
0.000133,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000143,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,-250.8371171951294,3.0,0.0,0.0
0.000852,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,62.0,0.0,255.7429192066193,3.0,0.0,0.0
3.6e-05,1024,1024,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-524.1098761558533,3.0,0.0,0.0
0.000502,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,0.732978105545044,3.0,0.0,0.0
1.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7e-05,97,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000514,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,0.4142999649047851,3.0,0.0,0.0
1.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,62.0,0.0,521.5700759887695,3.0,0.0,0.0
0.000482,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-521.3596138954163,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,265.0171937942505,3.0,0.0,0.0
0.000139,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00076,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,255.96923804283145,3.0,0.0,0.0
0.000106,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-2.9697928428649902,3.0,0.0,0.0
3.9e-05,1421,1421,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,3.86641001701355,3.0,0.0,0.0
0.000527,324,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6e-05,1425,1425,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,-0.0600872039794921,3.0,0.0,0.0
7.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,148,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00016,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000364,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,63.0,0.0,-523.5444538593292,3.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,265.3571209907532,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,0.0639379024505615,3.0,0.0,0.0
4.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,64.0,0.0,1.5394749641418457,3.0,0.0,0.0
9.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,4.110377073287964,3.0,0.0,0.0
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,62.0,0.0,-270.78903889656067,3.0,0.0,0.0
4.7e-05,660,660,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,0.8245348930358887,3.0,0.0,0.0
0.0018595,838,838,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,-0.5757369995117188,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000153,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
