frame.time_delta,frame.cap_len,frame.len,mqtt.clientid_len,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.len,mqtt.topic_len,connect_gap,publish_gap
8.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000107,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000798,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,62.0,0.0,250.37461400032043
0.000185,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-515.8611319065094
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,-2.0370419025421143
0.001217,64,64,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,391.8782708644867
0.000111,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,916,916,0.0,0.0,0.0,0.0,0.0,160.0,62.0,0.0,-391.047770023346
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000211,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4e-05,422,422,0.0,0.0,0.0,0.0,0.0,160.0,64.0,0.0,6.650345087051392
4.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,516.8878939151764
0.000147,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,63.0,0.0,-6.425457000732422
1.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000257,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000527,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-251.4240310192108
0.000302,1514,1514,0.0,1.0,1.0,114.0,0.0,148.0,64.5,0.0,260.9079291820526
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,602,602,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-519.8436720371246
0.001113,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000313,147,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e-05,1143,1143,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,-0.0459890365600585
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,62.0,0.0,-8.814388036727905
7.2e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,96,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000794,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,148.0,64.5,0.0,528.7054920196533
3.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,62.0,0.0,-526.9949760437012
2.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,121,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,64.0,0.0,1.4591050148010254
0.000212,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000481,1460,1460,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,-2.0842199325561523
0.000911,1294,1294,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,525.0610659122467
3.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,64.0,0.0,-524.3751800060272
0.00121,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,809,809,0.0,0.0,0.0,0.0,0.0,160.0,64.0,0.0,525.2061560153961
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000721,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,64.0,0.0,-524.5929658412933
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1e-05,1471,1471,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,270.3238878250122
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,251.33502101898196
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,177.0,63.0,0.0,-516.5790328979492
4.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,61.0,0.0,258.17570090293884
0.001211,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000302,159,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,259.17969512939453
0.000118,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,97,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000527,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-257.0236291885376
0.001296,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,60.5,0.0,258.1926681995392
7.5e-05,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5e-05,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3e-05,363,363,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-2.1463420391082764
0.000358,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000567,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,64.0,0.0,-255.26463413238525
0.000747,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00021,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,-0.3492870330810547
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,151.0,62.0,0.0,-265.553692817688
0.000369,1514,1514,0.0,0.0,0.0,0.0,0.0,175.0,62.0,0.0,522.6883180141449
0.000137,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,-0.2602419853210449
5.9e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000204,1127,1127,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,-521.7998971939087
0.00011,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,522.5366070270538
8.1e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000699,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000405,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,62.0,0.0,-6.772472858428955
0.00013,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000904,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,6.502478837966919
0.000553,111,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001023,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,588,588,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,-258.69410490989685
0.0018595,523,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000119,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,61.0,0.0,-0.0393099784851074
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000706,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,1.0068180561065674
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,-265.4924750328064
8.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8e-05,1505,1505,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,264.95845794677734
3.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,64.0,0.0,-264.13996291160583
6.4e-05,891,891,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,264.15148401260376
5.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,62.0,0.0,254.10417985916135
6.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000103,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000129,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00012,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000222,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000511,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-253.23330092430115
0.000449,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,258.7067060470581
7.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000775,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-258.4260411262512
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,62.0,0.0,257.171993970871
7.6e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000119,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,62.0,0.0,-257.8219909667969
4.3e-05,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000724,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,64.0,0.0,258.0330369472504
0.000107,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000868,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
0.00012,1450,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001038,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-258.9956150054932
4.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,-264.8713309764862
0.001038,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2e-05,598,598,0.0,0.0,0.0,0.0,0.0,156.0,63.0,0.0,523.0840001106262
0.00021,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,62.0,0.0,1.944709062576294
7.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,-526.6075100898743
5.8e-05,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,153.0,63.0,0.0,267.97050189971924
0.0018595,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9e-05,658,658,0.0,0.0,0.0,0.0,0.0,163.0,64.0,0.0,-0.8585658073425293
0.000104,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000116,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000624,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,256.60685300827026
4.4e-05,1253,1253,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-255.72017407417297
0.000151,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000105,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,255.7833869457245
5.6e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-0.3717219829559326
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,62.0,0.0,-2.6153719425201416
0.0018595,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6e-05,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000515,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,-518.1541860103607
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,64.0,0.0,-0.5584580898284912
0.000174,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,63.0,0.0,-1.0045080184936523
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,1.0,1.0,108.0,0.0,148.0,64.5,0.0,0.0
2.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,64.0,0.0,1.035323143005371
0.000707,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,64.0,0.0,266.2758069038391
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,-0.0740249156951904
0.001174,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,61.0,0.0,257.2669270038605
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000404,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-6.766165971755981
0.000563,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,0.0057699680328369
5.8e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000124,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000712,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-251.7189781665802
0.001439,1443,1443,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-264.17609190940857
0.000333,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,263.7657389640808
0.000336,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,252.0977921485901
2.6e-05,713,713,0.0,0.0,0.0,0.0,0.0,167.0,64.0,0.0,-517.2101621627808
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000103,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000131,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000142,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,523.1135239601135
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000396,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,64.0,0.0,-258.5514998435974
0.000819,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-263.2359371185303
2e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00108,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,904,904,0.0,1.0,1.0,114.0,0.0,148.0,64.5,0.0,0.0
0.00011,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001385,1293,1293,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,-0.0552339553833007
7.4e-05,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,62.0,0.0,-1.9486610889434812
0.000124,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000333,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
4.4e-05,269,269,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,6.195824146270752
0.000133,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,1.2502360343933103
0.0018595,583,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00012,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,-5.423201084136963
0.000407,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,264.7501029968262
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000593,328,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000316,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-265.8523750305176
5.5e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000465,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-0.4684798717498779
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,270.87493801116943
0.0018595,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-263.6730680465698
6.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000672,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000522,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,259.1369938850403
0.001738,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,963,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5e-05,1464,1464,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,253.09826397895813
0.00105,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000112,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00025,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-512.4641799926758
6.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,261.657674074173
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,-270.3726069927216
0.00032,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,521.3548119068146
0.000449,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,-518.2798268795013
0.00012,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1e-05,220,220,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,264.6578118801117
6.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,62.0,0.0,251.3122811317444
3.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-517.2629261016846
0.0018595,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6e-05,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000323,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,0.1033480167388916
6.9e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001117,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,1.3032479286193848
0.0018595,328,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,64.0,0.0,264.34829807281494
0.000238,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,-265.8741030693054
8.1e-05,865,865,0.0,0.0,0.0,0.0,0.0,173.0,63.0,0.0,266.4012830257416
0.0018595,110,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000582,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,62.0,0.0,2.45966911315918
1.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000121,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000983,1422,1422,0.0,0.0,0.0,0.0,0.0,161.0,61.0,0.0,255.605220079422
8.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,63.0,0.0,-524.5331761837006
0.000209,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,266.44873118400574
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-1.0923330783843994
9.3e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-264.9968111515045
0.00025,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000802,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,0.7988271713256836
0.000103,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,522.797171831131
0.000396,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,64.0,0.0,-259.02181482315063
3.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,-264.293044090271
0.00022,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00014,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,266.5524561405182
0.001338,56,56,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
3.6e-05,780,780,0.0,0.0,0.0,0.0,0.0,167.0,64.0,0.0,258.2222278118133
0.000364,297,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-518.1378350257874
0.000351,915,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000911,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
0.000128,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000128,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000849,105,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,516.7063519954681
9.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00018,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
